organization_id,funnel_stage,date
org_22170,application_submitted,2024-05-06
org_9776,application_submitted,2024-03-01
org_27888,application_submitted,2024-06-07
org_52840,application_submitted,2024-10-17
org_34121,application_submitted,2024-07-14
org_19872,application_submitted,2024-04-24
org_29838,application_submitted,2024-06-19
org_53237,application_submitted,2024-10-20
org_4063,application_submitted,2024-01-27
org_5311,application_submitted,2024-02-04
org_22017,application_submitted,2024-05-06
org_29483,application_submitted,2024-06-17
org_26472,application_submitted,2024-05-31
org_95,application_submitted,2024-01-02
org_13819,application_submitted,2024-03-22
org_207,application_submitted,2024-01-03
org_9262,application_submitted,2024-02-28
org_51589,application_submitted,2024-10-11
org_1042,application_submitted,2024-01-09
org_58736,application_submitted,2024-11-19
org_26945,application_submitted,2024-06-03
org_8621,application_submitted,2024-02-24
org_40151,application_submitted,2024-08-16
org_55483,application_submitted,2024-11-01
org_11280,application_submitted,2024-03-09
org_6041,application_submitted,2024-02-08
org_41306,application_submitted,2024-08-22
org_19691,application_submitted,2024-04-24
org_26089,application_submitted,2024-05-29
org_7907,application_submitted,2024-02-20
org_26377,application_submitted,2024-05-30
org_7423,application_submitted,2024-02-17
org_11941,application_submitted,2024-03-13
org_22482,application_submitted,2024-05-08
org_7453,application_submitted,2024-02-17
org_53664,application_submitted,2024-10-22
org_17409,application_submitted,2024-04-12
org_9180,application_submitted,2024-02-28
org_4587,application_submitted,2024-01-31
org_61026,application_submitted,2024-12-03
org_46449,application_submitted,2024-09-17
org_44029,application_submitted,2024-09-05
org_24821,application_submitted,2024-05-21
org_41384,application_submitted,2024-08-22
org_34798,application_submitted,2024-07-18
org_3576,application_submitted,2024-01-25
org_54044,application_submitted,2024-10-24
org_26596,application_submitted,2024-05-31
org_19302,application_submitted,2024-04-22
org_20471,application_submitted,2024-04-27
org_47840,application_submitted,2024-09-23
org_51473,application_submitted,2024-10-10
org_12606,application_submitted,2024-03-16
org_21970,application_submitted,2024-05-06
org_47410,application_submitted,2024-09-20
org_20255,application_submitted,2024-04-26
org_8389,application_submitted,2024-02-22
org_60337,application_submitted,2024-11-28
org_50484,application_submitted,2024-10-06
org_55047,application_submitted,2024-10-30
org_28478,application_submitted,2024-06-11
org_17111,application_submitted,2024-04-10
org_41398,application_submitted,2024-08-23
org_49779,application_submitted,2024-10-02
org_22552,application_submitted,2024-05-08
org_28600,application_submitted,2024-06-12
org_43411,application_submitted,2024-09-03
org_40782,application_submitted,2024-08-20
org_44692,application_submitted,2024-09-08
org_50130,application_submitted,2024-10-04
org_33624,application_submitted,2024-07-11
org_54889,application_submitted,2024-10-29
org_53728,application_submitted,2024-10-22
org_57678,application_submitted,2024-11-13
org_35869,application_submitted,2024-07-24
org_24053,application_submitted,2024-05-16
org_50871,application_submitted,2024-10-08
org_41538,application_submitted,2024-08-23
org_43493,application_submitted,2024-09-03
org_38505,application_submitted,2024-08-08
org_32033,application_submitted,2024-07-01
org_1931,application_submitted,2024-01-14
org_49220,application_submitted,2024-09-30
org_53465,application_submitted,2024-10-21
org_37556,application_submitted,2024-08-03
org_9217,application_submitted,2024-02-28
org_50292,application_submitted,2024-10-04
org_39931,application_submitted,2024-08-15
org_61399,application_submitted,2024-12-05
org_29477,application_submitted,2024-06-17
org_30453,application_submitted,2024-06-22
org_20544,application_submitted,2024-04-28
org_48672,application_submitted,2024-09-27
org_16781,application_submitted,2024-04-08
org_29932,application_submitted,2024-06-19
org_54575,application_submitted,2024-10-28
org_42445,application_submitted,2024-08-28
org_47845,application_submitted,2024-09-23
org_50069,application_submitted,2024-10-03
org_19462,application_submitted,2024-04-23
org_62416,application_submitted,2024-12-11
org_58750,application_submitted,2024-11-20
org_53075,application_submitted,2024-10-18
org_39819,application_submitted,2024-08-15
org_43235,application_submitted,2024-09-02
org_5180,application_submitted,2024-02-03
org_19643,application_submitted,2024-04-23
org_34420,application_submitted,2024-07-16
org_37411,application_submitted,2024-08-02
org_52108,application_submitted,2024-10-14
org_63283,application_submitted,2024-12-17
org_24144,application_submitted,2024-05-17
org_24619,application_submitted,2024-05-20
org_31999,application_submitted,2024-07-01
org_58875,application_submitted,2024-11-20
org_62808,application_submitted,2024-12-13
org_45457,application_submitted,2024-09-11
org_17087,application_submitted,2024-04-10
org_3411,application_submitted,2024-01-24
org_46235,application_submitted,2024-09-15
org_60505,application_submitted,2024-11-30
org_55223,application_submitted,2024-10-30
org_43462,application_submitted,2024-09-03
org_54126,application_submitted,2024-10-24
org_59510,application_submitted,2024-11-24
org_61286,application_submitted,2024-12-05
org_56150,application_submitted,2024-11-05
org_27273,application_submitted,2024-06-04
org_30106,application_submitted,2024-06-20
org_52100,application_submitted,2024-10-14
org_59464,application_submitted,2024-11-24
org_60474,application_submitted,2024-11-29
org_62631,application_submitted,2024-12-12
org_58553,application_submitted,2024-11-19
org_55958,application_submitted,2024-11-04
org_58937,application_submitted,2024-11-20
org_56379,application_submitted,2024-11-06
org_60812,application_submitted,2024-12-02
org_56185,application_submitted,2024-11-05
org_61978,application_submitted,2024-12-09
org_63991,application_submitted,2024-12-21
org_60068,application_submitted,2024-11-27
org_55538,application_submitted,2024-11-01
org_60380,application_submitted,2024-11-29
org_56236,application_submitted,2024-11-06
org_59172,application_submitted,2024-11-21
org_60551,application_submitted,2024-11-30
org_62140,application_submitted,2024-12-10
org_64954,application_submitted,2024-12-31
org_64738,application_submitted,2024-12-28
org_63327,application_submitted,2024-12-17
org_64358,application_submitted,2024-12-25
org_64956,application_submitted,2024-12-31
org_64967,application_submitted,2024-12-31
org_64889,application_submitted,2024-12-30
org_25537,application_submitted,2024-05-25
org_31896,application_submitted,2024-07-01
org_11548,application_submitted,2024-03-11
org_35408,application_submitted,2024-07-22
org_60566,application_submitted,2024-11-30
org_46160,application_submitted,2024-09-15
org_13836,application_submitted,2024-03-22
org_45442,application_submitted,2024-09-11
org_38012,application_submitted,2024-08-06
org_41825,application_submitted,2024-08-25
org_52086,application_submitted,2024-10-14
org_36966,application_submitted,2024-07-31
org_59557,application_submitted,2024-11-25
org_2746,application_submitted,2024-01-20
org_26355,application_submitted,2024-05-30
org_42970,application_submitted,2024-08-30
org_25864,application_submitted,2024-05-28
org_64056,application_submitted,2024-12-22
org_8492,application_submitted,2024-02-23
org_41083,application_submitted,2024-08-21
org_29950,application_submitted,2024-06-19
org_44556,application_submitted,2024-09-07
org_31757,application_submitted,2024-06-29
org_36797,application_submitted,2024-07-30
org_36172,application_submitted,2024-07-26
org_58844,application_submitted,2024-11-20
org_8641,application_submitted,2024-02-24
org_61640,application_submitted,2024-12-06
org_3328,application_submitted,2024-01-24
org_20634,application_submitted,2024-04-28
org_38406,application_submitted,2024-08-08
org_920,application_submitted,2024-01-08
org_40385,application_submitted,2024-08-18
org_6584,application_submitted,2024-02-12
org_57194,application_submitted,2024-11-11
org_54049,application_submitted,2024-10-24
org_56619,application_submitted,2024-11-07
org_16591,application_submitted,2024-04-07
org_5979,application_submitted,2024-02-08
org_35275,application_submitted,2024-07-21
org_28668,application_submitted,2024-06-12
org_35743,application_submitted,2024-07-24
org_58134,application_submitted,2024-11-15
org_34114,application_submitted,2024-07-14
org_16010,application_submitted,2024-04-03
org_52072,application_submitted,2024-10-14
org_18223,application_submitted,2024-04-16
org_14584,application_submitted,2024-03-26
org_46654,application_submitted,2024-09-17
org_37775,application_submitted,2024-08-05
org_17145,application_submitted,2024-04-10
org_45601,application_submitted,2024-09-12
org_10442,application_submitted,2024-03-05
org_52842,application_submitted,2024-10-17
org_322,application_submitted,2024-01-03
org_45110,application_submitted,2024-09-10
org_17207,application_submitted,2024-04-10
org_10540,application_submitted,2024-03-06
org_40664,application_submitted,2024-08-20
org_10015,application_submitted,2024-03-03
org_34944,application_submitted,2024-07-18
org_55937,application_submitted,2024-11-04
org_13193,application_submitted,2024-03-19
org_13314,application_submitted,2024-03-20
org_55051,application_submitted,2024-10-30
org_21937,application_submitted,2024-05-05
org_796,application_submitted,2024-01-07
org_34018,application_submitted,2024-07-13
org_64599,application_submitted,2024-12-27
org_44673,application_submitted,2024-09-08
org_45802,application_submitted,2024-09-13
org_30837,application_submitted,2024-06-25
org_40109,application_submitted,2024-08-16
org_52650,application_submitted,2024-10-17
org_11284,application_submitted,2024-03-09
org_51496,application_submitted,2024-10-10
org_32390,application_submitted,2024-07-03
org_2563,application_submitted,2024-01-18
org_13219,application_submitted,2024-03-19
org_61900,application_submitted,2024-12-09
org_12711,application_submitted,2024-03-17
org_56506,application_submitted,2024-11-07
org_60233,application_submitted,2024-11-28
org_60228,application_submitted,2024-11-28
org_12870,application_submitted,2024-03-18
org_48476,application_submitted,2024-09-26
org_56023,application_submitted,2024-11-05
org_60436,application_submitted,2024-11-29
org_17815,application_submitted,2024-04-15
org_17817,application_submitted,2024-04-15
org_8060,application_submitted,2024-02-21
org_45469,application_submitted,2024-09-11
org_58052,application_submitted,2024-11-15
org_52078,application_submitted,2024-10-14
org_26079,application_submitted,2024-05-29
org_60162,application_submitted,2024-11-27
org_37926,application_submitted,2024-08-05
org_45075,application_submitted,2024-09-10
org_18642,application_submitted,2024-04-18
org_17441,application_submitted,2024-04-12
org_13738,application_submitted,2024-03-21
org_44719,application_submitted,2024-09-09
org_47211,application_submitted,2024-09-19
org_9896,application_submitted,2024-03-02
org_39429,application_submitted,2024-08-13
org_42147,application_submitted,2024-08-27
org_47342,application_submitted,2024-09-20
org_16347,application_submitted,2024-04-05
org_8805,application_submitted,2024-02-26
org_7727,application_submitted,2024-02-19
org_41964,application_submitted,2024-08-26
org_11788,application_submitted,2024-03-12
org_14813,application_submitted,2024-03-27
org_3968,application_submitted,2024-01-27
org_28544,application_submitted,2024-06-12
org_56837,application_submitted,2024-11-08
org_44217,application_submitted,2024-09-06
org_57841,application_submitted,2024-11-14
org_58308,application_submitted,2024-11-17
org_21692,application_submitted,2024-05-03
org_27724,application_submitted,2024-06-06
org_46746,application_submitted,2024-09-18
org_48195,application_submitted,2024-09-25
org_20433,application_submitted,2024-04-27
org_37228,application_submitted,2024-08-01
org_18422,application_submitted,2024-04-17
org_53499,application_submitted,2024-10-21
org_14217,application_submitted,2024-03-25
org_49714,application_submitted,2024-10-02
org_60800,application_submitted,2024-12-02
org_40938,application_submitted,2024-08-21
org_45706,application_submitted,2024-09-12
org_46584,application_submitted,2024-09-17
org_9215,application_submitted,2024-02-28
org_10128,application_submitted,2024-03-04
org_57188,application_submitted,2024-11-11
org_10530,application_submitted,2024-03-05
org_39625,application_submitted,2024-08-14
org_47170,application_submitted,2024-09-19
org_34405,application_submitted,2024-07-16
org_22569,application_submitted,2024-05-08
org_39290,application_submitted,2024-08-13
org_40349,application_submitted,2024-08-18
org_60779,application_submitted,2024-12-02
org_54199,application_submitted,2024-10-24
org_60025,application_submitted,2024-11-27
org_54074,application_submitted,2024-10-24
org_3024,application_submitted,2024-01-22
org_64526,application_submitted,2024-12-26
org_55419,application_submitted,2024-10-31
org_13277,application_submitted,2024-03-19
org_48728,application_submitted,2024-09-27
org_21647,application_submitted,2024-05-03
org_21394,application_submitted,2024-05-02
org_47054,application_submitted,2024-09-19
org_62058,application_submitted,2024-12-10
org_36706,application_submitted,2024-07-29
org_45941,application_submitted,2024-09-13
org_7192,application_submitted,2024-02-15
org_8648,application_submitted,2024-02-24
org_44695,application_submitted,2024-09-09
org_8110,application_submitted,2024-02-21
org_53197,application_submitted,2024-10-19
org_46565,application_submitted,2024-09-17
org_28959,application_submitted,2024-06-13
org_15199,application_submitted,2024-03-29
org_30683,application_submitted,2024-06-24
org_34416,application_submitted,2024-07-16
org_26193,application_submitted,2024-05-29
org_52203,application_submitted,2024-10-15
org_27305,application_submitted,2024-06-04
org_32608,application_submitted,2024-07-04
org_61124,application_submitted,2024-12-04
org_57111,application_submitted,2024-11-10
org_47215,application_submitted,2024-09-19
org_7803,application_submitted,2024-02-20
org_52708,application_submitted,2024-10-17
org_4764,application_submitted,2024-02-01
org_55979,application_submitted,2024-11-04
org_37619,application_submitted,2024-08-03
org_52618,application_submitted,2024-10-17
org_15527,application_submitted,2024-04-01
org_2322,application_submitted,2024-01-17
org_27790,application_submitted,2024-06-07
org_22139,application_submitted,2024-05-06
org_6012,application_submitted,2024-02-08
org_15796,application_submitted,2024-04-02
org_50323,application_submitted,2024-10-05
org_7080,application_submitted,2024-02-15
org_16618,application_submitted,2024-04-07
org_63503,application_submitted,2024-12-18
org_45353,application_submitted,2024-09-11
org_2880,application_submitted,2024-01-21
org_62910,application_submitted,2024-12-14
org_59497,application_submitted,2024-11-24
org_56548,application_submitted,2024-11-07
org_58681,application_submitted,2024-11-19
org_24514,application_submitted,2024-05-20
org_25523,application_submitted,2024-05-25
org_54662,application_submitted,2024-10-28
org_35841,application_submitted,2024-07-24
org_36255,application_submitted,2024-07-26
org_2185,application_submitted,2024-01-16
org_16442,application_submitted,2024-04-05
org_19832,application_submitted,2024-04-24
org_51617,application_submitted,2024-10-11
org_56928,application_submitted,2024-11-09
org_41211,application_submitted,2024-08-22
org_56032,application_submitted,2024-11-05
org_29012,application_submitted,2024-06-14
org_22769,application_submitted,2024-05-09
org_29982,application_submitted,2024-06-20
org_48765,application_submitted,2024-09-27
org_44138,application_submitted,2024-09-05
org_22368,application_submitted,2024-05-07
org_3649,application_submitted,2024-01-25
org_50755,application_submitted,2024-10-07
org_29355,application_submitted,2024-06-16
org_41940,application_submitted,2024-08-26
org_32951,application_submitted,2024-07-07
org_44364,application_submitted,2024-09-06
org_59314,application_submitted,2024-11-22
org_45554,approved,2024-09-12
org_34718,approved,2024-07-17
org_20069,approved,2024-04-25
org_704,approved,2024-01-06
org_29265,approved,2024-06-15
org_31594,approved,2024-06-28
org_62469,approved,2024-12-12
org_10862,approved,2024-03-08
org_2735,approved,2024-01-19
org_18823,approved,2024-04-19
org_24461,approved,2024-05-20
org_26465,approved,2024-05-31
org_25812,approved,2024-05-28
org_39615,approved,2024-08-14
org_17256,approved,2024-04-11
org_14327,approved,2024-03-25
org_9870,approved,2024-03-02
org_36828,approved,2024-08-01
org_28217,approved,2024-06-12
org_9547,approved,2024-02-29
org_53744,approved,2024-10-23
org_2116,approved,2024-01-16
org_3093,approved,2024-01-23
org_33147,approved,2024-07-08
org_22660,approved,2024-05-09
org_197,approved,2024-01-03
org_29991,approved,2024-06-20
org_42475,approved,2024-09-04
org_3323,approved,2024-01-23
org_29415,approved,2024-06-20
org_316,approved,2024-01-08
org_22819,approved,2024-05-10
org_15081,approved,2024-03-28
org_45562,approved,2024-09-12
org_34487,approved,2024-07-17
org_20127,approved,2024-04-29
org_39818,approved,2024-08-24
org_22404,approved,2024-05-08
org_37031,approved,2024-07-31
org_3030,approved,2024-01-24
org_25438,approved,2024-05-24
org_20812,approved,2024-07-30
org_90,approved,2024-01-02
org_11209,approved,2024-03-09
org_9102,approved,2024-02-28
org_32962,approved,2024-07-07
org_27489,approved,2024-06-05
org_35114,approved,2024-07-19
org_56255,approved,2024-11-12
org_29544,approved,2024-06-18
org_38379,approved,2024-08-08
org_21895,approved,2024-05-05
org_4795,approved,2024-02-02
org_2383,approved,2024-02-06
org_21262,approved,2024-05-01
org_7382,approved,2024-02-20
org_39070,approved,2024-08-13
org_33111,approved,2024-07-10
org_31887,approved,2024-07-01
org_32569,approved,2024-07-08
org_50766,approved,2024-10-08
org_41917,approved,2024-08-27
org_33096,approved,2024-07-09
org_16763,approved,2024-04-08
org_17305,approved,2024-04-11
org_30933,approved,2024-06-25
org_7296,approved,2024-02-17
org_20164,approved,2024-04-25
org_35913,approved,2024-07-24
org_33625,approved,2024-07-11
org_25614,approved,2024-05-28
org_35457,approved,2024-07-22
org_3087,approved,2024-01-23
org_37988,approved,2024-08-07
org_43579,approved,2024-09-12
org_11667,approved,2024-03-12
org_11891,approved,2024-03-13
org_23004,approved,2024-05-11
org_38851,approved,2024-08-10
org_33459,approved,2024-07-10
org_30619,approved,2024-06-28
org_53121,approved,2024-10-19
org_14247,approved,2024-03-25
org_31130,approved,2024-07-11
org_3136,approved,2024-01-26
org_39738,approved,2024-08-14
org_56517,approved,2024-11-07
org_44890,approved,2024-09-11
org_28069,approved,2024-06-09
org_14227,approved,2024-04-01
org_12810,approved,2024-03-19
org_26206,approved,2024-05-29
org_2498,approved,2024-01-19
org_27553,approved,2024-06-06
org_52368,approved,2024-10-16
org_5669,approved,2024-02-09
org_5100,approved,2024-02-09
org_34287,approved,2024-07-15
org_33742,approved,2024-07-11
org_7420,approved,2024-02-20
org_5848,approved,2024-02-12
org_35938,approved,2024-07-24
org_46832,approved,2024-09-18
org_38894,approved,2024-08-14
org_53584,approved,2024-10-22
org_45301,approved,2024-09-11
org_32397,approved,2024-07-03
org_23489,approved,2024-05-14
org_10702,approved,2024-03-07
org_6593,approved,2024-02-15
org_37958,approved,2024-08-08
org_18156,approved,2024-04-17
org_42085,approved,2024-08-28
org_50440,approved,2024-10-09
org_38076,approved,2024-08-06
org_35481,approved,2024-08-03
org_21051,approved,2024-04-30
org_16610,approved,2024-04-07
org_9280,approved,2024-03-05
org_33669,approved,2024-07-11
org_12361,approved,2024-03-15
org_21222,approved,2024-05-01
org_60578,approved,2024-11-30
org_22170,approved,2024-05-06
org_9776,approved,2024-03-04
org_27888,approved,2024-06-07
org_52840,approved,2024-10-19
org_34121,approved,2024-07-15
org_19872,approved,2024-04-24
org_29838,approved,2024-06-20
org_53237,approved,2024-10-20
org_4063,approved,2024-01-28
org_5311,approved,2024-02-06
org_22017,approved,2024-05-06
org_29483,approved,2024-06-17
org_26472,approved,2024-05-31
org_95,approved,2024-01-04
org_13819,approved,2024-03-22
org_207,approved,2024-01-11
org_9262,approved,2024-03-06
org_51589,approved,2024-10-12
org_1042,approved,2024-01-09
org_58736,approved,2024-11-22
org_26945,approved,2024-06-10
org_8621,approved,2024-02-27
org_40151,approved,2024-08-16
org_55483,approved,2024-11-01
org_11280,approved,2024-03-12
org_6041,approved,2024-09-28
org_41306,approved,2024-08-24
org_19691,approved,2024-04-25
org_26089,approved,2024-05-29
org_7907,approved,2024-02-22
org_26377,approved,2024-05-30
org_7423,approved,2024-02-26
org_11941,approved,2024-03-14
org_22482,approved,2024-05-08
org_7453,approved,2024-02-20
org_53664,approved,2024-10-22
org_17409,approved,2024-04-16
org_9180,approved,2024-02-28
org_4587,approved,2024-02-08
org_61026,approved,2024-12-03
org_46449,approved,2024-09-17
org_44029,approved,2024-09-06
org_24821,approved,2024-05-21
org_41384,approved,2024-08-23
org_34798,approved,2024-07-18
org_3576,approved,2024-01-26
org_54044,approved,2024-10-25
org_26596,approved,2024-05-31
org_19302,approved,2024-04-22
org_20471,approved,2024-04-27
org_47840,approved,2024-09-24
org_51473,approved,2024-10-12
org_12606,approved,2024-03-16
org_21970,approved,2024-05-06
org_47410,approved,2024-09-21
org_20255,approved,2024-04-26
org_8389,approved,2024-02-23
org_60337,approved,2024-11-29
org_50484,approved,2024-10-08
org_55047,approved,2024-10-30
org_28478,approved,2024-07-09
org_17111,approved,2024-04-10
org_41398,approved,2024-08-26
org_49779,approved,2024-10-03
org_22552,approved,2024-05-08
org_28600,approved,2024-06-12
org_43411,approved,2024-09-05
org_40782,approved,2024-08-29
org_44692,approved,2024-09-10
org_50130,approved,2024-10-04
org_33624,approved,2024-07-16
org_54889,approved,2024-10-29
org_53728,approved,2024-10-22
org_57678,approved,2024-11-14
org_35869,approved,2024-07-24
org_24053,approved,2024-05-16
org_50871,approved,2024-10-08
org_41538,approved,2024-08-23
org_43493,approved,2024-09-03
org_38505,approved,2024-08-08
org_32033,approved,2024-07-01
org_1931,approved,2024-01-23
org_49220,approved,2024-09-30
org_53465,approved,2024-10-22
org_37556,approved,2024-08-03
org_9217,approved,2024-03-07
org_50292,approved,2024-10-04
org_39931,approved,2024-08-16
org_61399,approved,2024-12-06
org_29477,approved,2024-06-17
org_30453,approved,2024-06-22
org_20544,approved,2024-05-11
org_48672,approved,2024-09-27
org_16781,approved,2024-04-08
org_29932,approved,2024-06-19
org_54575,approved,2024-10-28
org_42445,approved,2024-08-29
org_47845,approved,2024-09-25
org_50069,approved,2024-10-04
org_19462,approved,2024-04-25
org_62416,approved,2024-12-11
org_58750,approved,2024-11-20
org_53075,approved,2024-10-18
org_39819,approved,2024-08-20
org_43235,approved,2024-09-10
org_5180,approved,2024-03-21
org_19643,approved,2024-04-23
org_34420,approved,2024-07-18
org_37411,approved,2024-08-02
org_52108,approved,2024-10-14
org_63283,approved,2024-12-17
org_24144,approved,2024-05-17
org_24619,approved,2024-05-20
org_31999,approved,2024-07-02
org_58875,approved,2024-11-20
org_62808,approved,2024-12-13
org_45457,approved,2024-09-11
org_17087,approved,2024-04-10
org_3411,approved,2024-01-25
org_46235,approved,2024-09-16
org_60505,approved,2024-12-02
org_55223,approved,2024-10-30
org_43462,approved,2024-09-06
org_54126,approved,2024-10-24
org_59510,approved,2024-11-25
org_61286,approved,2024-12-05
org_56150,approved,2024-11-05
org_27273,approved,2024-06-04
org_30106,approved,2024-06-20
org_52100,approved,2024-10-15
org_59464,approved,2024-11-24
org_60474,approved,2024-12-26
org_62631,approved,2024-12-12
org_58553,approved,2024-11-19
org_55958,approved,2024-11-10
org_58937,approved,2024-11-21
org_56379,approved,2024-11-06
org_60812,approved,2024-12-02
org_56185,approved,2024-11-05
org_61978,approved,2024-12-09
org_63991,approved,2024-12-21
org_60068,approved,2024-11-27
org_55538,approved,2024-11-01
org_60380,approved,2024-12-05
org_56236,approved,2024-11-06
org_59172,approved,2024-11-22
org_60551,approved,2024-11-30
org_62140,approved,2024-12-16
org_64954,approved,2024-12-31
org_64738,approved,2024-12-28
org_63327,approved,2024-12-20
org_64358,approved,2024-12-27
org_64956,approved,2025-01-08
org_64967,approved,2025-01-09
org_64889,approved,2024-12-30
org_25537,approved,
org_31896,approved,
org_11548,approved,
org_35408,approved,
org_60566,approved,
org_46160,approved,
org_13836,approved,
org_45442,approved,
org_38012,approved,
org_41825,approved,
org_52086,approved,
org_36966,approved,
org_59557,approved,
org_2746,approved,
org_26355,approved,
org_42970,approved,
org_25864,approved,
org_64056,approved,
org_8492,approved,
org_41083,approved,
org_29950,approved,
org_44556,approved,
org_31757,approved,
org_36797,approved,
org_36172,approved,
org_58844,approved,
org_8641,approved,
org_61640,approved,
org_3328,approved,
org_20634,approved,
org_38406,approved,
org_920,approved,
org_40385,approved,
org_6584,approved,
org_57194,approved,
org_54049,approved,
org_56619,approved,
org_16591,approved,
org_5979,approved,
org_35275,approved,
org_28668,approved,
org_35743,approved,
org_58134,approved,
org_34114,approved,
org_16010,approved,
org_52072,approved,
org_18223,approved,
org_14584,approved,
org_46654,approved,
org_37775,approved,
org_17145,approved,
org_45601,approved,
org_10442,approved,
org_52842,approved,
org_322,approved,
org_45110,approved,
org_17207,approved,
org_10540,approved,
org_40664,approved,
org_10015,approved,
org_34944,approved,
org_55937,approved,
org_13193,approved,
org_13314,approved,
org_55051,approved,
org_21937,approved,
org_796,approved,
org_34018,approved,
org_64599,approved,
org_44673,approved,
org_45802,approved,
org_30837,approved,
org_40109,approved,
org_52650,approved,
org_11284,approved,
org_51496,approved,
org_32390,approved,
org_2563,approved,
org_13219,approved,
org_61900,approved,
org_12711,approved,
org_56506,approved,
org_60233,approved,
org_60228,approved,
org_12870,approved,
org_48476,approved,
org_56023,approved,
org_60436,approved,
org_17815,approved,
org_17817,approved,
org_8060,approved,
