event_id,user_id,event_timestamp,event_type,feature_name,session_id
evt_000037,user_0002,2024-05-04 19:44:00,logout,,sess_00007
evt_000038,user_0002,2024-07-16 11:50:00,login,dashboard_view,sess_00008
evt_000039,user_0002,2024-07-16 11:57:00,feature_use,collaboration_edit,sess_00008
evt_000040,user_0002,2024-07-16 12:04:00,feature_use,data_upload,sess_00008
evt_000041,user_0002,2024-07-16 12:11:00,feature_use,dashboard_view,sess_00008
evt_000042,user_0002,2024-07-16 12:18:00,feature_use,api_call,sess_00008
evt_000043,user_0002,2024-07-16 12:25:00,feature_use,dashboard_view,sess_00008
evt_000044,user_0002,2024-07-16 12:32:00,feature_use,report_create,sess_00008
evt_000045,user_0002,2024-07-09 18:54:00,login,dashboard_view,sess_00009
evt_000046,user_0002,2024-07-09 19:05:00,feature_use,team_invite,sess_00009
evt_000047,user_0003,2024-12-13 14:14:00,signup,account_creation,sess_00010
evt_000048,user_0003,2024-12-13 14:17:00,feature_use,alert_create,sess_00010
evt_000049,user_0003,2024-12-13 14:21:00,feature_use,report_create,sess_00010
evt_000050,user_0003,2024-12-13 14:24:00,feature_use,team_invite,sess_00010
evt_000051,user_0003,2024-12-13 14:28:00,feature_use,api_call,sess_00010
evt_000052,user_0004,2024-12-09 11:32:00,signup,account_creation,sess_00011
evt_000053,user_0004,2024-12-09 11:32:00,feature_use,alert_create,sess_00011
evt_000054,user_0004,2024-12-09 11:32:00,feature_use,dashboard_view,sess_00011
evt_000055,user_0004,2024-12-09 11:32:00,feature_use,dashboard_view,sess_00011
evt_000056,user_0004,2024-12-09 11:32:00,feature_use,chart_create,sess_00011
evt_000057,user_0004,2024-12-17 13:31:00,login,dashboard_view,sess_00012
evt_000058,user_0004,2024-12-17 13:48:00,feature_use,report_export,sess_00012
evt_000059,user_0004,2024-12-17 14:05:00,feature_use,dashboard_view,sess_00012
evt_000060,user_0004,2024-12-17 14:23:00,feature_use,team_invite,sess_00012
evt_000061,user_0004,2024-12-17 14:40:00,feature_use,team_invite,sess_00012
evt_000062,user_0004,2024-12-17 11:32:00,login,dashboard_view,sess_00013
evt_000063,user_0004,2024-12-17 11:43:00,feature_use,dashboard_view,sess_00013
evt_000064,user_0004,2024-12-17 11:54:00,feature_use,data_upload,sess_00013
evt_000065,user_0004,2024-12-17 12:05:00,feature_use,integration_setup,sess_00013
evt_000066,user_0004,2024-11-29 16:17:00,login,dashboard_view,sess_00014
evt_000067,user_0004,2024-11-29 16:18:00,feature_use,report_export,sess_00014
evt_000068,user_0004,2024-11-29 16:20:00,feature_use,team_invite,sess_00014
evt_000069,user_0004,2024-12-06 09:46:00,login,dashboard_view,sess_00015
evt_000070,user_0004,2024-12-06 09:47:00,feature_use,alert_create,sess_00015
evt_000071,user_0004,2024-12-06 09:48:00,feature_use,collaboration_edit,sess_00015
evt_000072,user_0004,2024-12-06 09:49:00,feature_use,chart_create,sess_00015
evt_000073,user_0004,2024-12-06 09:50:00,logout,,sess_00015
evt_000074,user_0004,2024-12-07 14:19:00,login,dashboard_view,sess_00016
evt_000075,user_0004,2024-12-07 14:19:00,feature_use,team_invite,sess_00016
evt_000076,user_0004,2024-12-07 14:20:00,feature_use,api_call,sess_00016
evt_000077,user_0004,2024-12-07 14:21:00,feature_use,alert_create,sess_00016
evt_000078,user_0004,2024-12-07 14:22:00,feature_use,report_export,sess_00016
evt_000079,user_0004,2024-12-07 14:23:00,feature_use,chart_create,sess_00016
evt_000080,user_0004,2024-12-10 10:19:00,login,dashboard_view,sess_00017
evt_000081,user_0004,2024-12-10 10:20:00,feature_use,alert_create,sess_00017
evt_000082,user_0004,2024-12-10 10:21:00,feature_use,report_export,sess_00017
evt_000083,user_0004,2024-12-10 10:22:00,feature_use,integration_setup,sess_00017
evt_000084,user_0004,2024-12-10 10:24:00,feature_use,report_export,sess_00017
evt_000085,user_0004,2024-12-10 10:25:00,feature_use,collaboration_edit,sess_00017
evt_000086,user_0004,2024-12-10 10:26:00,feature_use,report_export,sess_00017
evt_000087,user_0004,2024-12-05 10:20:00,login,dashboard_view,sess_00018
evt_000088,user_0004,2024-12-05 10:22:00,feature_use,report_export,sess_00018
evt_000089,user_0004,2024-12-05 10:24:00,feature_use,dashboard_view,sess_00018
evt_000090,user_0004,2024-12-05 10:26:00,feature_use,team_invite,sess_00018
evt_000091,user_0004,2024-12-05 10:29:00,feature_use,integration_setup,sess_00018
evt_000092,user_0004,2024-12-05 10:31:00,feature_use,integration_setup,sess_00018
evt_000093,user_0004,2024-12-05 10:33:00,feature_use,data_upload,sess_00018
evt_000094,user_0004,2024-12-05 10:35:00,feature_use,api_call,sess_00018
evt_000095,user_0004,2024-12-15 10:49:00,login,dashboard_view,sess_00019
evt_000096,user_0004,2024-12-15 10:53:00,feature_use,report_create,sess_00019
evt_000097,user_0004,2024-12-15 10:58:00,logout,,sess_00019
evt_000098,user_0004,2024-12-15 17:36:00,login,dashboard_view,sess_00020
evt_000099,user_0004,2024-12-15 17:37:00,feature_use,chart_create,sess_00020
evt_000100,user_0004,2024-12-15 17:38:00,feature_use,collaboration_edit,sess_00020
evt_000101,user_0004,2024-12-15 17:40:00,feature_use,chart_create,sess_00020
evt_000102,user_0004,2024-12-15 17:41:00,feature_use,chart_create,sess_00020
evt_000103,user_0004,2024-12-15 17:42:00,feature_use,dashboard_view,sess_00020
evt_000104,user_0004,2024-12-28 10:32:00,login,dashboard_view,sess_00021
evt_000105,user_0004,2024-12-28 10:43:00,feature_use,collaboration_edit,sess_00021
evt_000106,user_0005,2024-04-07 14:31:00,signup,account_creation,sess_00022
evt_000107,user_0005,2024-04-07 14:31:00,feature_use,report_export,sess_00022
evt_000108,user_0005,2024-04-07 14:32:00,feature_use,report_export,sess_00022
evt_000109,user_0005,2024-04-07 14:32:00,feature_use,chart_create,sess_00022
evt_000110,user_0005,2024-04-07 14:33:00,logout,,sess_00022
evt_000111,user_0005,2024-01-11 12:26:00,login,dashboard_view,sess_00023
evt_000112,user_0005,2024-01-11 12:28:00,feature_use,chart_create,sess_00023
evt_000113,user_0005,2024-01-11 12:31:00,logout,,sess_00023
evt_000114,user_0005,2024-08-15 17:31:00,login,dashboard_view,sess_00024
evt_000115,user_0005,2024-08-15 17:32:00,feature_use,team_invite,sess_00024
evt_000116,user_0005,2024-08-15 17:34:00,feature_use,api_call,sess_00024
evt_000117,user_0005,2024-08-15 17:35:00,feature_use,chart_create,sess_00024
evt_000118,user_0005,2024-08-15 17:37:00,feature_use,integration_setup,sess_00024
evt_000119,user_0005,2024-08-15 17:38:00,feature_use,integration_setup,sess_00024
evt_000120,user_0005,2024-08-15 17:40:00,feature_use,dashboard_view,sess_00024
evt_000121,user_0005,2024-07-16 19:20:00,login,dashboard_view,sess_00025
evt_000122,user_0005,2024-07-16 19:23:00,feature_use,collaboration_edit,sess_00025
evt_000123,user_0005,2024-07-16 19:26:00,feature_use,collaboration_edit,sess_00025
evt_000124,user_0005,2024-07-16 19:29:00,feature_use,collaboration_edit,sess_00025
evt_000125,user_0005,2024-07-16 19:32:00,feature_use,alert_create,sess_00025
evt_000126,user_0005,2024-12-29 20:02:00,login,dashboard_view,sess_00026
evt_000127,user_0005,2024-12-29 20:08:00,feature_use,report_create,sess_00026
evt_000128,user_0005,2024-12-29 20:14:00,feature_use,api_call,sess_00026
evt_000129,user_0005,2024-12-29 20:21:00,feature_use,api_call,sess_00026
evt_000130,user_0005,2024-12-29 20:27:00,feature_use,dashboard_view,sess_00026
evt_000131,user_0005,2024-12-29 20:33:00,feature_use,chart_create,sess_00026
evt_000132,user_0005,2024-07-24 19:02:00,login,dashboard_view,sess_00027
evt_000133,user_0005,2024-07-24 19:02:00,feature_use,integration_setup,sess_00027
evt_000134,user_0005,2024-07-24 19:03:00,feature_use,alert_create,sess_00027
evt_000135,user_0005,2024-07-24 19:04:00,feature_use,dashboard_view,sess_00027
evt_000136,user_0005,2024-07-24 19:05:00,feature_use,chart_create,sess_00027
evt_000137,user_0005,2024-07-24 19:06:00,feature_use,data_upload,sess_00027
evt_000138,user_0005,2024-06-07 20:52:00,login,dashboard_view,sess_00028
evt_000139,user_0005,2024-06-07 20:56:00,feature_use,api_call,sess_00028
evt_000140,user_0005,2024-06-07 21:01:00,feature_use,report_export,sess_00028
evt_000141,user_0005,2024-06-07 21:05:00,logout,,sess_00028
evt_000142,user_0005,2024-01-31 19:33:00,login,dashboard_view,sess_00029
evt_000143,user_0005,2024-01-31 19:40:00,feature_use,api_call,sess_00029
evt_000144,user_0005,2024-01-31 19:47:00,logout,,sess_00029
evt_000145,user_0005,2024-09-16 09:11:00,login,dashboard_view,sess_00030
evt_000146,user_0005,2024-09-16 09:11:00,feature_use,collaboration_edit,sess_00030
evt_000147,user_0005,2024-09-16 09:11:00,feature_use,alert_create,sess_00030
evt_000148,user_0005,2024-09-16 09:11:00,feature_use,report_export,sess_00030
evt_000149,user_0005,2024-09-16 09:11:00,feature_use,integration_setup,sess_00030
evt_000150,user_0005,2024-09-16 09:11:00,feature_use,integration_setup,sess_00030
evt_000151,user_0005,2024-09-16 09:11:00,feature_use,team_invite,sess_00030
evt_000152,user_0005,2024-09-16 09:11:00,logout,,sess_00030
evt_000153,user_0005,2024-08-23 17:57:00,login,dashboard_view,sess_00031
evt_000154,user_0005,2024-08-23 18:00:00,feature_use,chart_create,sess_00031
evt_000155,user_0005,2024-08-23 18:03:00,feature_use,api_call,sess_00031
evt_000156,user_0005,2024-08-23 18:06:00,feature_use,report_create,sess_00031
evt_000157,user_0005,2024-08-23 18:10:00,feature_use,data_upload,sess_00031
evt_000158,user_0005,2024-08-23 18:13:00,feature_use,team_invite,sess_00031
evt_000159,user_0005,2024-08-23 18:16:00,feature_use,report_export,sess_00031
evt_000160,user_0005,2024-03-07 09:07:00,login,dashboard_view,sess_00032
evt_000161,user_0005,2024-03-07 09:07:00,feature_use,api_call,sess_00032
evt_000162,user_0005,2024-03-07 09:08:00,feature_use,team_invite,sess_00032
evt_000163,user_0005,2024-03-07 09:08:00,feature_use,report_create,sess_00032
evt_000164,user_0005,2024-03-07 09:09:00,feature_use,alert_create,sess_00032
evt_000165,user_0005,2024-03-07 09:09:00,feature_use,integration_setup,sess_00032
evt_000166,user_0005,2024-03-07 09:10:00,feature_use,alert_create,sess_00032
evt_000167,user_0006,2024-10-31 08:49:00,signup,account_creation,sess_00033
evt_000168,user_0006,2024-10-31 08:49:00,feature_use,team_invite,sess_00033
evt_000169,user_0006,2024-10-31 08:50:00,feature_use,collaboration_edit,sess_00033
evt_000170,user_0006,2024-07-05 10:55:00,login,dashboard_view,sess_00034
evt_000171,user_0006,2024-07-05 11:29:00,feature_use,report_export,sess_00034
evt_000172,user_0006,2024-07-05 12:04:00,feature_use,dashboard_view,sess_00034
evt_000173,user_0006,2024-09-25 19:49:00,login,dashboard_view,sess_00035
evt_000174,user_0006,2024-09-25 20:12:00,feature_use,data_upload,sess_00035
evt_000175,user_0006,2024-09-25 20:35:00,feature_use,report_export,sess_00035
evt_000176,user_0006,2024-09-25 20:59:00,feature_use,report_create,sess_00035
evt_000177,user_0006,2024-09-25 21:22:00,feature_use,report_export,sess_00035
evt_000178,user_0006,2024-04-21 17:48:00,login,dashboard_view,sess_00036
evt_000179,user_0006,2024-04-21 18:02:00,feature_use,dashboard_view,sess_00036
evt_000180,user_0006,2024-04-21 18:16:00,feature_use,api_call,sess_00036
evt_000181,user_0006,2024-04-21 18:30:00,feature_use,api_call,sess_00036
evt_000182,user_0006,2024-04-22 17:56:00,login,dashboard_view,sess_00037
evt_000183,user_0006,2024-04-22 17:58:00,feature_use,chart_create,sess_00037
evt_000184,user_0006,2024-04-22 18:00:00,feature_use,chart_create,sess_00037
evt_000185,user_0006,2024-04-22 18:03:00,feature_use,collaboration_edit,sess_00037
evt_000186,user_0006,2024-04-22 18:05:00,feature_use,api_call,sess_00037
evt_000187,user_0006,2024-12-02 09:38:00,login,dashboard_view,sess_00038
evt_000188,user_0006,2024-12-02 09:38:00,feature_use,dashboard_view,sess_00038
evt_000189,user_0006,2024-12-02 09:39:00,feature_use,chart_create,sess_00038
evt_000190,user_0006,2024-12-02 09:39:00,feature_use,alert_create,sess_00038
evt_000191,user_0006,2024-12-02 09:40:00,feature_use,data_upload,sess_00038
evt_000192,user_0006,2024-12-02 09:40:00,feature_use,collaboration_edit,sess_00038
evt_000193,user_0006,2024-08-04 08:11:00,login,dashboard_view,sess_00039
evt_000194,user_0006,2024-08-04 08:24:00,feature_use,dashboard_view,sess_00039
evt_000195,user_0006,2024-08-04 08:37:00,logout,,sess_00039
evt_000196,user_0006,2024-05-06 18:36:00,login,dashboard_view,sess_00040
evt_000197,user_0006,2024-05-06 18:38:00,feature_use,collaboration_edit,sess_00040
evt_000198,user_0006,2024-05-06 18:41:00,feature_use,data_upload,sess_00040
evt_000199,user_0006,2024-05-06 18:43:00,feature_use,team_invite,sess_00040
evt_000200,user_0006,2024-05-06 18:46:00,feature_use,report_create,sess_00040
evt_000201,user_0006,2024-05-06 18:48:00,feature_use,dashboard_view,sess_00040
evt_000202,user_0006,2024-05-06 18:51:00,feature_use,report_create,sess_00040
evt_000203,user_0006,2024-05-06 18:53:00,feature_use,integration_setup,sess_00040
evt_000204,user_0006,2024-07-11 18:18:00,login,dashboard_view,sess_00041
evt_000205,user_0006,2024-07-11 18:18:00,feature_use,collaboration_edit,sess_00041
evt_000206,user_0006,2024-07-11 18:19:00,feature_use,collaboration_edit,sess_00041
evt_000207,user_0006,2024-07-11 18:20:00,feature_use,alert_create,sess_00041
evt_000208,user_0006,2024-07-11 18:20:00,feature_use,report_export,sess_00041
evt_000209,user_0006,2024-07-11 18:21:00,feature_use,api_call,sess_00041
evt_000210,user_0006,2024-10-21 08:05:00,login,dashboard_view,sess_00042
evt_000211,user_0006,2024-10-21 08:07:00,feature_use,data_upload,sess_00042
evt_000212,user_0006,2024-10-21 08:10:00,feature_use,team_invite,sess_00042
evt_000213,user_0006,2024-10-21 08:13:00,feature_use,team_invite,sess_00042
evt_000214,user_0006,2024-10-21 08:16:00,feature_use,integration_setup,sess_00042
evt_000215,user_0006,2024-10-21 08:19:00,feature_use,report_create,sess_00042
evt_000216,user_0006,2024-10-21 08:22:00,feature_use,integration_setup,sess_00042
evt_000217,user_0006,2024-10-21 08:25:00,logout,,sess_00042
evt_000218,user_0006,2024-12-17 10:07:00,login,dashboard_view,sess_00043
evt_000219,user_0006,2024-12-17 10:07:00,feature_use,data_upload,sess_00043
evt_000220,user_0006,2024-12-17 10:07:00,feature_use,team_invite,sess_00043
evt_000221,user_0006,2024-12-17 10:07:00,feature_use,alert_create,sess_00043
evt_000222,user_0006,2024-12-17 10:07:00,feature_use,integration_setup,sess_00043
evt_000223,user_0006,2024-12-17 10:07:00,feature_use,alert_create,sess_00043
evt_000224,user_0006,2024-12-17 10:07:00,feature_use,chart_create,sess_00043
evt_000225,user_0007,2024-07-22 17:46:00,signup,account_creation,sess_00044
evt_000226,user_0007,2024-07-22 17:54:00,feature_use,alert_create,sess_00044
evt_000227,user_0007,2024-07-22 18:03:00,feature_use,report_create,sess_00044
evt_000228,user_0007,2024-07-22 18:11:00,feature_use,api_call,sess_00044
evt_000229,user_0007,2024-07-22 18:20:00,feature_use,collaboration_edit,sess_00044
evt_000230,user_0007,2024-07-22 18:28:00,feature_use,data_upload,sess_00044
evt_000231,user_0007,2024-07-22 18:37:00,feature_use,integration_setup,sess_00044
evt_000232,user_0007,2024-09-14 12:33:00,login,dashboard_view,sess_00045
evt_000233,user_0007,2024-09-14 12:34:00,feature_use,collaboration_edit,sess_00045
evt_000234,user_0007,2024-09-14 12:35:00,feature_use,team_invite,sess_00045
evt_000235,user_0007,2024-09-14 12:36:00,feature_use,report_export,sess_00045
evt_000236,user_0007,2024-09-14 12:37:00,feature_use,collaboration_edit,sess_00045
evt_000237,user_0007,2024-09-14 12:38:00,feature_use,collaboration_edit,sess_00045
evt_000238,user_0007,2024-12-28 18:31:00,login,dashboard_view,sess_00046
evt_000239,user_0007,2024-12-28 18:36:00,feature_use,report_export,sess_00046
evt_000240,user_0007,2024-12-28 18:41:00,feature_use,collaboration_edit,sess_00046
evt_000241,user_0007,2024-12-28 18:47:00,feature_use,chart_create,sess_00046
evt_000242,user_0007,2024-12-28 18:52:00,feature_use,data_upload,sess_00046
evt_000243,user_0007,2024-06-25 09:01:00,login,dashboard_view,sess_00047
evt_000244,user_0007,2024-06-25 09:02:00,feature_use,report_create,sess_00047
evt_000245,user_0007,2024-06-25 09:04:00,feature_use,chart_create,sess_00047
evt_000246,user_0007,2024-06-25 09:06:00,feature_use,collaboration_edit,sess_00047
evt_000247,user_0007,2024-06-25 09:08:00,feature_use,integration_setup,sess_00047
evt_000248,user_0007,2024-09-18 13:35:00,login,dashboard_view,sess_00048
evt_000249,user_0007,2024-09-18 13:37:00,feature_use,chart_create,sess_00048
evt_000250,user_0007,2024-09-18 13:39:00,feature_use,dashboard_view,sess_00048
evt_000251,user_0007,2024-09-18 13:41:00,feature_use,chart_create,sess_00048
evt_000252,user_0007,2024-09-18 13:44:00,feature_use,data_upload,sess_00048
evt_000253,user_0007,2024-09-18 13:46:00,feature_use,data_upload,sess_00048
evt_000254,user_0007,2024-09-18 13:48:00,feature_use,report_create,sess_00048
evt_000255,user_0007,2024-09-18 13:50:00,feature_use,data_upload,sess_00048
evt_000256,user_0007,2024-11-12 13:49:00,login,dashboard_view,sess_00049
evt_000257,user_0007,2024-11-12 13:58:00,feature_use,report_create,sess_00049
evt_000258,user_0007,2024-09-20 14:46:00,login,dashboard_view,sess_00050
evt_000259,user_0007,2024-09-20 14:46:00,feature_use,collaboration_edit,sess_00050
evt_000260,user_0007,2024-09-20 14:47:00,feature_use,dashboard_view,sess_00050
evt_000261,user_0007,2024-09-20 14:48:00,feature_use,report_export,sess_00050
evt_000262,user_0007,2024-09-20 14:49:00,feature_use,chart_create,sess_00050
evt_000263,user_0007,2024-09-20 14:50:00,feature_use,team_invite,sess_00050
evt_000264,user_0007,2024-12-14 15:58:00,login,dashboard_view,sess_00051
evt_000265,user_0007,2024-12-14 16:15:00,feature_use,dashboard_view,sess_00051
evt_000266,user_0007,2024-12-14 16:32:00,feature_use,report_export,sess_00051
evt_000267,user_0007,2024-12-14 16:50:00,feature_use,api_call,sess_00051
evt_000268,user_0007,2024-12-14 17:07:00,feature_use,report_export,sess_00051
evt_000269,user_0007,2024-11-09 13:29:00,login,dashboard_view,sess_00052
evt_000270,user_0007,2024-11-09 13:33:00,feature_use,integration_setup,sess_00052
evt_000271,user_0007,2024-11-09 13:38:00,feature_use,dashboard_view,sess_00052
evt_000272,user_0007,2024-11-09 13:42:00,feature_use,alert_create,sess_00052
evt_000273,user_0007,2024-11-09 13:47:00,feature_use,data_upload,sess_00052
evt_000274,user_0007,2024-11-09 13:52:00,feature_use,collaboration_edit,sess_00052
evt_000275,user_0007,2024-11-09 13:56:00,feature_use,team_invite,sess_00052
evt_000276,user_0007,2024-11-09 14:01:00,feature_use,alert_create,sess_00052
evt_000277,user_0007,2024-08-17 17:43:00,login,dashboard_view,sess_00053
evt_000278,user_0007,2024-08-17 18:00:00,feature_use,team_invite,sess_00053
evt_000279,user_0007,2024-08-17 18:18:00,feature_use,report_create,sess_00053
evt_000280,user_0007,2024-08-17 18:35:00,logout,,sess_00053
evt_000281,user_0007,2024-07-02 13:24:00,login,dashboard_view,sess_00054
evt_000282,user_0007,2024-07-02 13:42:00,feature_use,alert_create,sess_00054
evt_000283,user_0007,2024-07-02 14:01:00,feature_use,report_export,sess_00054
evt_000284,user_0008,2024-12-11 09:55:00,signup,account_creation,sess_00055
evt_000285,user_0008,2024-12-11 09:56:00,feature_use,data_upload,sess_00055
evt_000286,user_0008,2024-12-11 09:58:00,feature_use,team_invite,sess_00055
evt_000287,user_0008,2024-12-11 09:59:00,feature_use,dashboard_view,sess_00055
evt_000288,user_0008,2024-12-11 10:01:00,feature_use,data_upload,sess_00055
evt_000289,user_0008,2024-12-11 10:03:00,feature_use,integration_setup,sess_00055
evt_000290,user_0008,2024-12-11 10:04:00,feature_use,report_create,sess_00055
evt_000291,user_0008,2024-12-11 10:06:00,feature_use,api_call,sess_00055
evt_000292,user_0008,2024-10-15 15:53:00,login,dashboard_view,sess_00056
evt_000293,user_0008,2024-10-15 16:02:00,feature_use,chart_create,sess_00056
evt_000294,user_0008,2024-10-15 16:12:00,feature_use,alert_create,sess_00056
evt_000295,user_0008,2024-10-15 16:21:00,logout,,sess_00056
evt_000296,user_0008,2024-10-15 20:02:00,login,dashboard_view,sess_00057
evt_000297,user_0008,2024-10-15 20:02:00,feature_use,chart_create,sess_00057
evt_000298,user_0008,2024-10-15 20:02:00,feature_use,report_create,sess_00057
evt_000299,user_0008,2024-10-15 20:02:00,feature_use,api_call,sess_00057
evt_000300,user_0008,2024-10-15 20:02:00,logout,,sess_00057
evt_000301,user_0009,2024-08-12 11:21:00,signup,account_creation,sess_00058
evt_000302,user_0009,2024-08-12 11:21:00,feature_use,alert_create,sess_00058
evt_000303,user_0009,2024-08-12 11:22:00,feature_use,data_upload,sess_00058
evt_000304,user_0009,2024-08-12 11:22:00,feature_use,team_invite,sess_00058
evt_000305,user_0009,2024-08-12 11:23:00,feature_use,report_export,sess_00058
evt_000306,user_0009,2024-07-29 16:43:00,login,dashboard_view,sess_00059
evt_000307,user_0009,2024-07-29 16:43:00,feature_use,chart_create,sess_00059
evt_000308,user_0009,2024-07-29 16:43:00,feature_use,dashboard_view,sess_00059
evt_000309,user_0010,2024-06-26 08:19:00,signup,account_creation,sess_00060
evt_000310,user_0010,2024-06-26 08:27:00,feature_use,collaboration_edit,sess_00060
evt_000311,user_0010,2024-08-21 15:56:00,login,dashboard_view,sess_00061
evt_000312,user_0010,2024-08-21 16:07:00,feature_use,report_create,sess_00061
evt_000313,user_0010,2024-11-12 19:19:00,login,dashboard_view,sess_00062
evt_000314,user_0010,2024-11-12 19:26:00,feature_use,collaboration_edit,sess_00062
evt_000315,user_0010,2024-11-07 11:20:00,login,dashboard_view,sess_00063
evt_000316,user_0010,2024-11-07 11:46:00,feature_use,chart_create,sess_00063
evt_000317,user_0010,2024-11-07 12:12:00,logout,,sess_00063
evt_000318,user_0010,2024-08-17 20:28:00,login,dashboard_view,sess_00064
evt_000319,user_0010,2024-08-17 20:30:00,feature_use,report_create,sess_00064
evt_000320,user_0010,2024-08-17 20:33:00,feature_use,data_upload,sess_00064
evt_000321,user_0010,2024-08-17 20:36:00,feature_use,report_export,sess_00064
evt_000322,user_0010,2024-08-17 20:38:00,feature_use,report_export,sess_00064
evt_000323,user_0010,2024-08-17 20:41:00,feature_use,data_upload,sess_00064
evt_000324,user_0010,2024-08-17 20:44:00,logout,,sess_00064
evt_000325,user_0010,2024-11-03 16:32:00,login,dashboard_view,sess_00065
evt_000326,user_0010,2024-11-03 16:39:00,feature_use,chart_create,sess_00065
evt_000327,user_0010,2024-10-15 13:17:00,login,dashboard_view,sess_00066
evt_000328,user_0010,2024-10-15 13:28:00,feature_use,data_upload,sess_00066
evt_000329,user_0010,2024-10-15 13:40:00,logout,,sess_00066
evt_000330,user_0010,2024-06-15 12:39:00,login,dashboard_view,sess_00067
evt_000331,user_0010,2024-06-15 12:40:00,feature_use,alert_create,sess_00067
evt_000332,user_0010,2024-06-15 12:42:00,feature_use,api_call,sess_00067
evt_000333,user_0010,2024-06-15 12:43:00,logout,,sess_00067
evt_000334,user_0010,2024-09-25 18:03:00,login,dashboard_view,sess_00068
evt_000335,user_0010,2024-09-25 18:39:00,logout,,sess_00068
evt_000336,user_0010,2024-09-14 14:11:00,login,dashboard_view,sess_00069
evt_000337,user_0010,2024-09-14 14:11:00,feature_use,collaboration_edit,sess_00069
evt_000338,user_0010,2024-09-14 14:11:00,feature_use,collaboration_edit,sess_00069
evt_000339,user_0010,2024-09-14 14:12:00,feature_use,api_call,sess_00069
evt_000340,user_0010,2024-09-14 14:12:00,feature_use,collaboration_edit,sess_00069
evt_000341,user_0010,2024-09-14 14:13:00,feature_use,team_invite,sess_00069
evt_000342,user_0010,2024-09-14 14:13:00,feature_use,data_upload,sess_00069
evt_000343,user_0010,2024-07-17 19:48:00,login,dashboard_view,sess_00070
evt_000344,user_0010,2024-07-17 20:13:00,feature_use,alert_create,sess_00070
evt_000345,user_0010,2024-07-17 20:39:00,feature_use,report_create,sess_00070
evt_000346,user_0010,2024-07-17 21:05:00,feature_use,api_call,sess_00070
evt_000347,user_0010,2024-07-17 21:30:00,feature_use,collaboration_edit,sess_00070
evt_000348,user_0010,2024-07-17 21:56:00,feature_use,report_export,sess_00070
evt_000349,user_0010,2024-07-17 22:22:00,feature_use,report_create,sess_00070
evt_000350,user_0010,2024-11-22 15:06:00,login,dashboard_view,sess_00071
evt_000351,user_0010,2024-11-22 15:19:00,feature_use,data_upload,sess_00071
